item_id,nlp_parse_ok,nlp_svd_components,nlp_tda_components,nlp_tda_max_points,nlp_max_features,nlp_claim_caption_tfidf_cosine,nlp_claim_token_count,nlp_claim_unique_token_count,nlp_claim_type_token_ratio,nlp_claim_avg_token_length,nlp_claim_number_count,nlp_claim_percent_count,nlp_claim_math_symbol_count,nlp_claim_caption_token_jaccard,nlp_claim_caption_content_jaccard,nlp_claim_caption_numeric_overlap_count,nlp_claim_caption_numeric_jaccard,nlp_claim_caption_percent_overlap_count,nlp_cue_comparison_count,nlp_cue_comparison_rate,nlp_cue_superlative_count,nlp_cue_superlative_rate,nlp_cue_negation_count,nlp_cue_negation_rate,nlp_cue_uncertainty_count,nlp_cue_uncertainty_rate,nlp_cue_trend_count,nlp_cue_trend_rate,nlp_cue_temporal_count,nlp_cue_temporal_rate,nlp_cue_arithmetic_count,nlp_cue_arithmetic_rate,nlp_claim_svd_00,nlp_claim_svd_01,nlp_claim_svd_02,nlp_claim_svd_03,nlp_claim_svd_04,nlp_claim_svd_05,nlp_claim_svd_06,nlp_claim_svd_07,nlp_claim_svd_08,nlp_claim_svd_09,nlp_claim_svd_10,nlp_claim_svd_11,nlp_claim_svd_12,nlp_claim_svd_13,nlp_claim_svd_14,nlp_claim_svd_15,nlp_claim_svd_16,nlp_claim_svd_17,nlp_claim_svd_18,nlp_claim_svd_19,nlp_claim_svd_20,nlp_claim_svd_21,nlp_claim_svd_22,nlp_claim_svd_23,nlp_tda_token_point_count,nlp_tda_token_distance_mean,nlp_tda_token_distance_std,nlp_tda_token_distance_max,nlp_tda_token_distance_p90,nlp_tda_token_h0_interval_count,nlp_tda_token_h0_finite_count,nlp_tda_token_h0_essential_count,nlp_tda_token_h0_total_persistence,nlp_tda_token_h0_max_persistence,nlp_tda_token_h0_mean_persistence,nlp_tda_token_h0_std_persistence,nlp_tda_token_h0_p90_persistence,nlp_tda_token_h0_p95_persistence,nlp_tda_token_h0_entropy,nlp_tda_token_h1_interval_count,nlp_tda_token_h1_finite_count,nlp_tda_token_h1_essential_count,nlp_tda_token_h1_total_persistence,nlp_tda_token_h1_max_persistence,nlp_tda_token_h1_mean_persistence,nlp_tda_token_h1_std_persistence,nlp_tda_token_h1_p90_persistence,nlp_tda_token_h1_p95_persistence,nlp_tda_token_h1_entropy
sciver_test_1,1,24,16,40,2000,0.0980747277385414,40.0,37.0,0.925,5.25,5.0,0.0,2.0,0.0833333333333333,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.2337271828222785,-0.1341526743650635,0.1039232036464215,-0.1447189968516757,-0.0181121891515975,0.0096159623156534,0.1300853018994507,-0.0494881916587163,0.0207717483485156,0.0293327697203882,0.0305094653584119,0.0153176308503841,-0.1519217819629923,-0.0567653744381118,-0.0298890734512028,0.0307351173425429,0.0259827744280427,0.1036807763808523,0.0297393431629785,-0.0531439928348484,-0.0094953887332974,0.0038685291658692,0.0022646355958711,0.0500498150958872,37.0,0.3959509070877046,0.1827102080612418,0.957393938258032,0.6076649837325798,35.0,34.0,1.0,6.46759557721563,0.5852648603196152,0.1902233993298714,0.1181567105593183,0.3234114735747127,0.3555992754885667,3.33093179700241,4.0,4.0,0.0,0.0498084946881842,0.0185985582584175,0.012452123672046,0.0055476397111953,0.0179814003641648,0.0182899793112911,1.275273842190539
sciver_test_3,1,24,16,40,2000,0.0559697179762336,39.0,29.0,0.7435897435897436,5.3076923076923075,5.0,0.0,0.0,0.0526315789473684,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0512820512820512,0.0,0.0,0.0,0.0,0.2153372073109284,-0.1887182110815451,0.1178211918248428,-0.1088040693687473,-0.0200519805178112,0.0867534717251403,0.1167830606896335,0.0067006574795242,-0.0519896209792008,-0.112123020657173,0.0327959093329574,-0.1165801138086509,-0.1106492499020538,-0.0376424411550169,-0.0128576382577081,0.0678293530343204,-0.0062307490286342,0.0422242703935886,-0.0946552710565087,0.0152906642873343,0.0264377319312474,-0.0450525939890712,-0.0283306291835916,-0.0385892151815066,29.0,0.4089630695812508,0.1487340294781351,0.7301019599212298,0.5867099890196419,28.0,27.0,1.0,6.1645990297922655,0.481800463918958,0.2283184825848987,0.1200485342787391,0.3838459014271849,0.4199992321014708,3.1471492260541636,3.0,3.0,0.0,0.0875500694101291,0.052683232314632,0.029183356470043,0.0176753982890287,0.0471090260923996,0.0498961292035158,0.9115199609332276
sciver_test_5,1,24,16,40,2000,0.1935738528144725,35.0,31.0,0.8857142857142857,5.885714285714286,5.0,1.0,3.0,0.119047619047619,0.081081081081081,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1302588392306483,-0.029975700848158,-0.0608145657284783,-0.1821905171300133,0.0421305287098447,0.0378233512856459,-0.0217737351224447,-0.0037270499993599,0.0340320545027113,-0.008535089787626,-0.0098526288362338,-0.0908823510276122,0.0231355928455342,0.0560842799802739,-0.0668217420913315,0.0570584910440448,-0.0138773329597483,-0.0086114434526763,-0.0990197740743293,-0.011257178089193,-0.0616133336463112,0.0113475156776642,-0.050941149754262,-0.0088700524436663,31.0,0.4154395258961025,0.1397708666799112,0.7561747056230216,0.5883030366685081,31.0,30.0,1.0,6.643493678646198,0.3631243855955658,0.2214497892882066,0.0983409421435611,0.3244761077456992,0.3438390063854425,3.275699246464035,1.0,1.0,0.0,0.00643950948922,0.00643950948922,0.00643950948922,0.0,0.00643950948922,0.00643950948922,-0.0
sciver_test_9,1,24,16,40,2000,0.2911001793208418,41.0,37.0,0.902439024390244,6.219512195121951,6.0,0.0,5.0,0.1363636363636363,0.1621621621621621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.024390243902439,0.0,0.0,0.0,0.0,1.0,0.024390243902439,0.0,0.0,0.241931749745633,-0.1275278189825854,0.0363082243977095,0.0641804226680174,-0.1427532423323774,0.0376875864516766,0.0973398958534357,-0.0510240378623879,0.0591336894444732,-0.0309658615958107,-0.0587244126513727,-0.0601158972634843,-0.0224409756055803,-0.0269598795673443,0.0491190416191388,-0.0764677811113256,0.0859884334164256,0.0503190203216533,-0.0305573125650244,-0.018364910625834,0.0231744167128291,0.0206122244728807,-0.0273122673392704,0.0029046970932458,37.0,0.4566768294838387,0.1595338721376038,0.8743726769605119,0.6626251662487062,37.0,36.0,1.0,8.591612126571626,0.4745532844683624,0.2386558924047673,0.1182702018998905,0.418319957185669,0.4286888203561354,3.453398034182445,5.0,5.0,0.0,0.0510676035900417,0.0244414918948026,0.0102135207180083,0.0077281924768531,0.0189605839028742,0.0217010378988384,1.3453936150165826
sciver_test_11,1,24,16,40,2000,0.1586161311649542,48.0,45.0,0.9375,5.375,8.0,1.0,4.0,0.0923076923076923,0.0701754385964912,1.0,0.1,0.0,2.0,0.0416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0208333333333333,0.0,0.0,0.2123200040355681,-0.0785834826266247,0.0194648619432919,0.0159878657727533,0.0154023344699959,-0.0671142374692061,-0.00474569244118,0.0036739785323167,-0.0407404773163704,-0.0017849643111294,-0.1041306204216758,0.032373604646379,0.0123440490127677,-0.0062356832060192,0.0391811484983858,-0.0219141490222424,0.0350462088317934,-0.0762902148791782,-0.0072940169849961,-0.0257186441606005,-0.0554178973918616,-0.0152233845430797,0.0346584221538198,0.046913453184705,40.0,0.3670087560639479,0.1749629274215422,0.8234182445911078,0.5804695840541667,36.0,35.0,1.0,7.400331917822207,0.4617565324757307,0.2114380547949202,0.1355746185560374,0.3939378505917918,0.4280384941170271,3.3202195624766064,3.0,3.0,0.0,0.0706591995042063,0.0389836840334167,0.0235530665014021,0.0151950197530235,0.0369449039149258,0.0379642939741713,0.8245528949206978
sciver_test_13,1,24,16,40,2000,0.2567376864110854,46.0,45.0,0.9782608695652174,6.586956521739131,0.0,0.0,4.0,0.1186440677966101,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14450427624873,-0.0350098767356598,-0.0942578233045706,-0.1353635411022404,-0.0315596802371465,-0.0241856937464273,0.0435235675677504,0.0339956546011428,-0.0015807186187827,0.0562736607825184,0.0318132548803218,-0.0190762371736277,0.0001135337569444,-0.0819960776622501,0.0156213019795956,-0.0076131568974999,0.0381882494907681,-0.0223555645462452,0.0476917708479612,0.0913030757958663,-0.0797106338008143,0.0496138642476069,0.0223742275034056,0.0840314504063963,40.0,0.3742198133168617,0.1522447691825761,0.7485245701285976,0.575931082172472,40.0,39.0,1.0,7.822011747801199,0.4691523915392532,0.2005644037897743,0.124077421498798,0.3763062263642101,0.4509273591523576,3.462312499516086,7.0,7.0,0.0,0.091395272283244,0.0253548752442893,0.0130564674690348,0.0069754059416562,0.0205051012775743,0.0229299882609318,1.795156969596663
sciver_test_14,1,24,16,40,2000,0.0455509929291318,38.0,36.0,0.9473684210526316,6.052631578947368,4.0,3.0,6.0,0.04,0.0232558139534883,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0263157894736842,0.0,0.0,0.1700017068790308,-0.1165939287619627,0.0268794513129491,-0.2547108563969367,-0.0330219213679698,-0.0235051577091633,0.0247865549948904,-0.0248344840932402,0.0689065493890279,-0.0310610927514744,0.0420748204470809,-0.092115388437857,0.0264558259015613,0.0565626035651935,-0.0973965443831969,-0.0568116986564267,0.0040544160953948,-0.0490548806561714,-0.0353995704234853,-0.0111318845963743,-0.1051625355430685,-0.048956599260798,0.0608161433551814,0.0539503525721465,36.0,0.3644322447820221,0.1400409889085773,0.7617337733510411,0.5475950664872831,36.0,35.0,1.0,6.640767390992594,0.4225977518502404,0.1897362111712169,0.1057942785504444,0.3117960632449934,0.3733239982686743,3.3806910931937204,6.0,6.0,0.0,0.0697946903794846,0.022603739341211,0.0116324483965807,0.0064460011173552,0.0188601495217377,0.0207319444314744,1.6193864254875483
sciver_test_16,1,24,16,40,2000,0.2724227266639532,47.0,39.0,0.8297872340425532,5.148936170212766,5.0,0.0,6.0,0.1235955056179775,0.0886075949367088,1.0,0.125,0.0,1.0,0.0212765957446808,2.0,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1813085859153373,-0.0906666745099398,-0.0296799222850927,-0.004083389003518,0.1490783299000888,-0.0637087260055914,-0.0240989186485505,-0.0526020735028669,-0.0449757162417322,-0.1246331734446494,-0.0505965978509618,0.0873829452522736,0.0129475150682321,0.0302032133955029,0.0820821889722967,-0.1037908647751475,0.0238266356716419,0.0680463147495855,0.026655585622054,0.0126150628933176,-0.06038690325657,0.072098489250906,0.0416406841339145,0.0307054793407414,39.0,0.3490750412131929,0.1340758656199712,0.7996629016299613,0.5187458534663512,37.0,36.0,1.0,7.002448060059148,0.4369354830259362,0.1945124461127541,0.1065706641478633,0.3283229534667952,0.3907754353484318,3.4201143703282586,7.0,7.0,0.0,0.1222009625951253,0.0447197448440574,0.0174572803707321,0.0122601906552988,0.0298361731485315,0.0372779589962944,1.7285822749984685
sciver_test_18,1,24,16,40,2000,0.0103729568872754,43.0,41.0,0.9534883720930232,6.488372093023256,3.0,2.0,7.0,0.0392156862745098,0.0227272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0232558139534883,0.0,0.0,0.0,0.0,0.1932343701222532,-0.0877644953666585,0.0150590128311158,-0.2268549058616382,0.0268425791391015,-0.0643776745628771,0.0855686845184924,0.0135049425131837,0.0692212008337688,-0.019898789870374,-0.0221585905013671,-0.029107354697506,0.0003870264942728,-0.013684577754027,0.0267007432232191,-0.0414805027373676,0.0140586526481454,-0.0541432171761812,0.0237571039163547,-0.0418513412776325,-0.1267985031236125,0.0029521018449131,0.0261892203351151,-0.0360907624331587,40.0,0.362309475598598,0.1349413423833305,0.7394869685890243,0.5327427249298322,38.0,37.0,1.0,7.567365123909953,0.3922061724805762,0.204523381727296,0.0937060505261903,0.3056565031106669,0.3644244542395034,3.4886166311844193,9.0,9.0,0.0,0.2298420350716308,0.0555385824144364,0.0255380038968478,0.0190012409303218,0.0494653651446744,0.0525019737795554,1.904326211616814
sciver_test_20,1,24,16,40,2000,0.0290410404308632,42.0,34.0,0.8095238095238095,6.809523809523809,0.0,0.0,1.0,0.1136363636363636,0.0555555555555555,0.0,0.0,0.0,2.0,0.0476190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1444775442631235,0.0589696920865484,-0.0946280462708772,-0.0343374867486103,-0.0339503280113392,0.0107138769247202,0.0630432185525292,-0.0233569501466641,0.0116664072728918,-0.0046199024483287,-0.0169114195961227,0.0329361804224996,-0.0457059592220837,-0.0735473753753677,0.0047486048520112,-0.0465178334299555,0.0294961172499773,-0.010127545229777,0.0481769011358137,0.065775426892158,0.0283734689421182,-0.076929629513993,-0.0722063189103459,0.0790067391582151,34.0,0.4312198995354408,0.158295218932852,0.845538962967682,0.6438680499299472,34.0,33.0,1.0,8.119998706048731,0.4441634119741116,0.2460605668499615,0.1047771948440289,0.3767891644081981,0.401675086846405,3.394528031640431,7.0,7.0,0.0,0.1801558053800657,0.0981455240350021,0.0257365436257236,0.0330408945044148,0.0632472849042919,0.0806964044696469,1.2035133115136694
