item_id,tda_parse_ok,tda_preprocess_max_size,tda_threshold_count,tda_edge_euler_area,tda_edge_euler_max,tda_edge_euler_mean,tda_edge_euler_min,tda_edge_euler_std,tda_edge_h0_betti_area,tda_edge_h0_betti_argmax_threshold,tda_edge_h0_betti_change_count,tda_edge_h0_betti_max,tda_edge_h0_betti_mean,tda_edge_h0_betti_std,tda_edge_h0_entropy,tda_edge_h0_essential_count,tda_edge_h0_finite_count,tda_edge_h0_interval_count,tda_edge_h0_max_persistence,tda_edge_h0_mean_persistence,tda_edge_h0_p90_persistence,tda_edge_h0_p95_persistence,tda_edge_h0_std_persistence,tda_edge_h0_total_persistence,tda_edge_h1_betti_area,tda_edge_h1_betti_argmax_threshold,tda_edge_h1_betti_change_count,tda_edge_h1_betti_max,tda_edge_h1_betti_mean,tda_edge_h1_betti_std,tda_edge_h1_entropy,tda_edge_h1_essential_count,tda_edge_h1_finite_count,tda_edge_h1_interval_count,tda_edge_h1_max_persistence,tda_edge_h1_mean_persistence,tda_edge_h1_p90_persistence,tda_edge_h1_p95_persistence,tda_edge_h1_std_persistence,tda_edge_h1_total_persistence,tda_edge_mean,tda_edge_std,tda_gray_euler_area,tda_gray_euler_max,tda_gray_euler_mean,tda_gray_euler_min,tda_gray_euler_std,tda_gray_h0_betti_area,tda_gray_h0_betti_argmax_threshold,tda_gray_h0_betti_change_count,tda_gray_h0_betti_max,tda_gray_h0_betti_mean,tda_gray_h0_betti_std,tda_gray_h0_entropy,tda_gray_h0_essential_count,tda_gray_h0_finite_count,tda_gray_h0_interval_count,tda_gray_h0_max_persistence,tda_gray_h0_mean_persistence,tda_gray_h0_p90_persistence,tda_gray_h0_p95_persistence,tda_gray_h0_std_persistence,tda_gray_h0_total_persistence,tda_gray_h1_betti_area,tda_gray_h1_betti_argmax_threshold,tda_gray_h1_betti_change_count,tda_gray_h1_betti_max,tda_gray_h1_betti_mean,tda_gray_h1_betti_std,tda_gray_h1_entropy,tda_gray_h1_essential_count,tda_gray_h1_finite_count,tda_gray_h1_interval_count,tda_gray_h1_max_persistence,tda_gray_h1_mean_persistence,tda_gray_h1_p90_persistence,tda_gray_h1_p95_persistence,tda_gray_h1_std_persistence,tda_gray_h1_total_persistence,tda_gray_mean,tda_gray_std,tda_resized_aspect_ratio,tda_resized_height,tda_resized_width,tda_source_image_height,tda_source_image_width
sciver_test_1,1,256,32,44.96774193548385,332.0,43.59375,-619.0,235.8577245097932,234.54838709677415,0.7419354838709677,31.0,654.0,227.25,166.14978182351007,6.960141736872856,1.0,3402.0,3403.0,0.9910702032645664,0.066338230365111,0.1834797865399439,0.2719548951277015,0.1378157618843298,225.6826597021079,189.5806451612903,0.8709677419354839,25.0,790.0,183.65625,229.97372259877324,7.409542520800202,0.0,4249.0,4249.0,0.718687525599094,0.0505622380746236,0.157968879258429,0.2359892303398928,0.0869507632921593,214.83894957907577,0.1012110419995359,0.1653118225714305,244.758064516129,533.0,238.15625,1.0,151.88176103778065,293.53225806451616,0.6774193548387096,30.0,586.0,285.40625,174.691309775093,6.771363459254227,1.0,2530.0,2531.0,1.0,0.1180624660931566,0.384313725490196,0.598235294117646,0.2093101873301468,298.69803921568626,48.774193548387096,0.8709677419354839,18.0,186.0,47.25,67.87764727802518,6.478150428284089,0.0,1856.0,1856.0,0.580392156862745,0.0359660243407707,0.1156862745098039,0.2235294117647058,0.0715281820871238,66.75294117647059,0.9008095535577512,0.2301078612137599,1.0,256,256,1661,1661
sciver_test_3,1,256,32,-77.41935483870968,326.0,-74.96875,-321.0,174.3434979385165,71.19354838709677,0.3870967741935484,29.0,335.0,69.0,85.37271226803094,6.21274803800487,1.0,886.0,887.0,0.6396658202285369,0.0796709461021227,0.1742825730833203,0.2429956843388328,0.0946284880251798,70.58845824648078,148.61290322580643,0.6129032258064516,22.0,364.0,143.96875,151.03548514649628,6.248657467757752,0.0,1131.0,1131.0,0.6550616127070191,0.1326805119283357,0.3932076553633625,0.4707549389306484,0.1661212748813605,150.06165899094765,0.0833445037707444,0.1753469008613819,49.53225806451612,217.0,48.0,-3.0,61.93191826514015,62.854838709677416,0.5483870967741935,26.0,220.0,60.90625,62.33596442614408,5.778190785027254,1.0,714.0,715.0,0.7803921568627451,0.0892184324710276,0.2470588235294117,0.3660784313725491,0.1285996397743386,63.70196078431371,13.32258064516129,0.8064516129032258,18.0,54.0,12.90625,18.62518351419658,5.343931606534651,0.0,806.0,806.0,0.5019607843137255,0.021923806743541,0.0333333333333333,0.134313725490196,0.0570766563405951,17.670588235294105,0.9664232026143792,0.1032591765690048,1.7066666666666668,150,256,418,712
sciver_test_5,1,256,32,-30.67741935483871,491.0,-29.6875,-499.0,280.7058555565772,140.3225806451613,0.4193548387096774,28.0,495.0,135.96875,141.51379887995904,6.58541246001398,1.0,1613.0,1614.0,0.822652858569622,0.084340086674978,0.223904661223839,0.3303507437181574,0.1255558997144392,136.04055980673957,171.00000000000003,0.7741935483870968,21.0,553.0,165.65625,200.4567611380008,6.887560048770767,0.0,2146.0,2146.0,0.5366062640061425,0.0823553109029341,0.2662702212263207,0.3367607755953258,0.1122428272691928,176.7344971976966,0.1024332586814507,0.1928339781747966,108.51612903225804,373.0,106.03125,-174.0,132.23475440835324,182.27419354838707,0.2903225806451612,31.0,377.0,178.28125,101.73133562692225,6.249334770041052,1.0,1171.0,1172.0,0.9882352941176472,0.1560255186617772,0.4980392156862745,0.6647058823529413,0.2208413994427942,182.7058823529412,73.75806451612904,0.967741935483871,26.0,197.0,72.25,57.69044548276604,6.264783600442114,0.0,1423.0,1423.0,1.0,0.0570322296170752,0.1482352941176468,0.2819607843137249,0.1079514798728689,81.15686274509804,0.2523289806460432,0.394988912127383,0.98046875,256,251,424,415
sciver_test_9,1,256,32,-25.6451612903226,184.0,-24.8125,-246.0,122.6581727556301,77.58064516129033,0.3225806451612903,30.0,186.0,75.1875,56.98982228214087,5.947348900452841,1.0,923.0,924.0,0.9271045940365832,0.083683391505697,0.215650002050897,0.3006927711610233,0.1417777652848256,77.23977035975838,103.22580645161293,0.8387096774193548,22.0,273.0,100.0,94.32921074619463,6.170290800755421,0.0,1038.0,1038.0,0.6456203132686117,0.1022020743296125,0.3220869434553151,0.4076141906348998,0.1394991627409204,106.08575315413776,0.0559791611128528,0.1479768876929871,46.37096774193547,156.0,44.9375,-178.0,78.65547402279132,73.7258064516129,0.4838709677419355,28.0,159.0,71.4375,54.883363542607334,5.6450592348778255,1.0,860.0,861.0,0.9215686274509804,0.0874874601003191,0.2392156862745098,0.5339215686274504,0.1694114124473523,75.2392156862745,27.35483870967743,0.935483870967742,19.0,237.0,26.5,49.80399080395064,5.693594732407858,0.0,854.0,854.0,0.5254901960784314,0.0363089498094319,0.0588235294117647,0.1150980392156859,0.0805537570912941,31.007843137254916,0.9235988983222156,0.1006825473841416,1.3195876288659794,194,256,1055,1392
sciver_test_11,1,256,32,10.064516129032256,80.0,9.78125,-141.0,63.374252645987866,39.129032258064505,0.5806451612903225,27.0,81.0,37.9375,26.63167463285026,5.093577434826374,1.0,472.0,473.0,0.7446203538690807,0.0804356630586703,0.2470372699014749,0.4115018068210323,0.1454132068386345,37.965632963692414,29.06451612903226,0.9032258064516128,17.0,142.0,28.15625,45.29977191926577,5.300882250823744,0.0,445.0,445.0,0.4346909565564698,0.0680307890430348,0.2182064662185931,0.271039472387697,0.0932171141992088,30.2737011241505,0.1430520194731579,0.2097279512641086,26.1774193548387,101.0,25.375,-40.0,36.96937076824543,32.467741935483865,0.6774193548387096,21.0,101.0,31.46875,34.361119356585284,5.094288232054424,1.0,397.0,398.0,0.5725490196078431,0.0792512470983355,0.2494117647058829,0.3945098039215685,0.125721136242174,31.46274509803921,6.2903225806451655,0.967741935483871,13.0,45.0,6.09375,12.797361483426965,4.820589121399155,0.0,252.0,252.0,0.2156862745098039,0.029147214441332,0.0780392156862744,0.1311764705882352,0.0429755714082615,7.345098039215689,0.8657821651387828,0.2018581754281083,3.324675324675325,77,256,498,1661
sciver_test_13,1,256,32,-74.83870967741936,388.0,-72.46875,-776.0,338.41311517646227,192.61290322580643,0.3225806451612903,31.0,405.0,186.625,137.81549033036887,6.757054255322132,1.0,1582.0,1583.0,0.960969624611162,0.120407524260924,0.2977396054091787,0.4436521750374304,0.1526982611806143,190.4847033807818,267.4516129032258,0.8387096774193548,25.0,858.0,259.09375,292.6353703176318,7.266308894152903,0.0,2602.0,2602.0,0.6717062958374068,0.1040470473869911,0.2677171456379911,0.3495785731730724,0.1169468209150542,270.73041730095093,0.1515854653633897,0.2027043282970527,207.22580645161293,471.0,201.6875,-143.0,157.1526800399853,274.1935483870967,0.2580645161290322,31.0,473.0,266.5625,126.29972721170066,6.563506511483392,1.0,1522.0,1523.0,1.0,0.1807709154621112,0.592156862745098,0.7647058823529411,0.2437036692040514,275.1333333333333,66.96774193548389,0.967741935483871,22.0,252.0,64.875,79.41927898816509,6.447038807125908,0.0,1617.0,1617.0,0.5490196078431373,0.0477184813319267,0.1529411764705882,0.2313725490196078,0.0814452544261571,77.16078431372547,0.8723941206917549,0.226110213217459,1.590062111801242,161,256,1042,1661
sciver_test_14,1,256,32,-1.9677419354838737,182.0,-1.875,-166.0,105.49696381887016,68.38709677419354,0.3548387096774194,31.0,184.0,66.28125,50.04699939494375,5.780419202314555,1.0,841.0,842.0,0.988676897852164,0.0807316739795891,0.2202778427805887,0.328525121544011,0.1433918507850035,67.89533781683447,70.35483870967742,0.8709677419354839,22.0,198.0,68.15625,77.06981793112982,5.928264844451429,0.0,892.0,892.0,0.7314577685590022,0.0814780587111258,0.2627138426664783,0.3590102439122126,0.1210446844410848,72.67842837032424,0.1012095460563682,0.1969371729389411,27.98387096774193,162.0,27.125,-57.0,53.724848766655455,54.08064516129032,0.5161290322580645,25.0,163.0,52.40625,48.31915987408618,5.692387270791102,1.0,833.0,834.0,0.7450980392156863,0.0661017348115717,0.188235294117647,0.2784313725490195,0.1243637145138344,55.062745098039215,26.096774193548388,0.8387096774193548,18.0,93.0,25.28125,35.01092184501145,5.2609834990210675,0.0,500.0,500.0,0.4941176470588235,0.0571686274509804,0.1776470588235297,0.3182352941176465,0.0957370418201366,28.5843137254902,0.9054094815009338,0.1736567468930528,1.5238095238095235,168,256,1092,1661
sciver_test_16,1,256,32,8.290322580645162,299.0,8.0625,-397.0,199.3868628915907,110.06451612903224,0.4193548387096774,27.0,301.0,106.65625,102.61384207765296,6.444008940632807,1.0,1107.0,1108.0,0.8950642134364151,0.0994856678234642,0.2000808863066099,0.2844280946735086,0.1121306783611069,110.13063428057497,101.77419354838707,0.8387096774193548,18.0,416.0,98.59375,138.33832155602258,6.482653863252591,0.0,1504.0,1504.0,0.5138964546296372,0.0692251362544675,0.2082794856714726,0.2562909748230615,0.0945887259503956,104.11460492671915,0.0667229842253756,0.169186442055508,108.0483870967742,244.0,104.71875,-20.0,88.84404678107308,128.5967741935484,0.5806451612903225,31.0,251.0,124.625,79.37401574192904,6.121480997747172,1.0,1068.0,1069.0,0.9882352941176472,0.1227289417639715,0.3568627450980392,0.4521568627450979,0.1809502377304287,131.0745098039216,20.548387096774192,0.935483870967742,19.0,70.0,19.90625,24.5323248172182,5.070823697557966,0.0,658.0,658.0,0.5882352941176471,0.0376482507896775,0.1188235294117648,0.2201960784313724,0.0934104737429801,24.77254901960783,0.937960498173326,0.2004205791877099,0.828125,256,212,898,744
sciver_test_18,1,256,32,-2.5483870967742206,284.0,-2.4375,-729.0,218.93277185873748,123.4516129032258,0.4193548387096774,29.0,289.0,119.625,101.87515337411767,6.504143767301063,1.0,1897.0,1898.0,0.8260477561227829,0.0660102825088167,0.2224932140905478,0.3518605785807199,0.1184470694002102,125.22150591922528,126.00000000000004,0.967741935483871,21.0,734.0,122.0625,172.78381317053402,7.002446257318381,0.0,2318.0,2318.0,0.4560963459825944,0.0561040260895281,0.1675207915793049,0.2381601760484311,0.0786244116331681,130.0491324755263,0.1217518519912181,0.1703216612997425,112.98387096774192,374.0,109.46875,0.0,117.12172737557069,126.8225806451613,0.8064516129032258,24.0,384.0,122.875,122.82577854424534,6.357986263323788,1.0,1488.0,1489.0,0.7058823529411764,0.0845825426944971,0.3058823529411765,0.4143137254901955,0.1372440211367581,125.85882352941177,13.83870967741936,0.967741935483871,14.0,121.0,13.40625,25.8733204466976,6.035005450447069,0.0,822.0,822.0,0.3529411764705883,0.026692428796336,0.0666666666666666,0.1056862745098036,0.0409693858543441,21.94117647058824,0.9524207903964508,0.099540808522022,1.868613138686131,137,256,886,1661
sciver_test_20,1,256,32,-95.74193548387096,792.0,-92.71875,-1557.0,660.9859697061939,306.29032258064524,0.5483870967741935,31.0,846.0,296.75,282.851219725141,7.495187232450545,1.0,3300.0,3301.0,0.9599249920661732,0.0928847363876017,0.2436273067805659,0.3165689606006844,0.1118095162741358,306.5196300790857,402.03225806451616,0.8387096774193548,22.0,1767.0,389.46875,593.4857824947768,8.037316110331632,0.0,5120.0,5120.0,0.8492539081786242,0.0795886044597369,0.1965370339882833,0.2386379920190354,0.082059856994159,407.4936548338534,0.121786519508836,0.1629545536604905,291.46774193548384,719.0,282.375,-126.0,273.71732110884034,474.9838709677419,0.6774193548387096,25.0,838.0,460.15625,337.06500758153095,7.613744429502496,1.0,3403.0,3404.0,0.788235294117647,0.1409840221719013,0.3600000000000006,0.4549019607843138,0.1469863444927036,479.7686274509804,183.5161290322581,0.9032258064516128,22.0,551.0,177.78125,198.89723074602497,7.337094455997786,0.0,2601.0,2601.0,0.4705882352941176,0.0743741095053938,0.192156862745098,0.2509803921568627,0.0815592125933385,193.4470588235294,0.8999496241184222,0.1751867037151181,1.0118577075098814,253,256,1622,1642
